,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,year,cast,crew,keywords,movieId,imdbId,tmdbId,score
5783,5783,5783,5783,False,,650000,"Horror,Thriller",,25239,tt0077713,English,Day of the Woman,"An aspiring writer is repeatedly gang-raped, humiliated, and left for dead by four men whom she systematically hunts down to seek revenge.",12.412877,http://img.omdbapi.com/?i=tt0077713&h=600&apikey=f3f2af9c,Cinemagic_Pictures,United_States_of_America,1978-11-02,0.0,101.0,English,Released,"This woman has just cut, chopped, broken and burned four men beyond recognition… but no jury in America would ever convict her!",I Spit on Your Grave,False,5.8,140.0,1978,"Jennifer Hills-Camille Keaton,Johnny-Eron Tabor,Matthew Lucas-Richard Pace,Stanley-Anthony Nichols,Andy-Gunter Kleemann,Johnny's Wife-Alexis Magnotti,Johnny's Daughter-Tammy Zarchi,Johnny's Son-Terry Zarchi,Waitress-Traci Ferrante,Porter-William Tasgal,Butcher-Isaac Agami,Supermarket Girl-Ronit Haviv",Meir Zarchi,"rape,castration,revenge,suspense,blood,gang rape,cruelty,hanging,cult film,rape and revenge,video nasty",,,,22.028815056182975
43281,43281,43281,43281,False,,0,"Drama,Thriller",,160165,tt2650642,Polish,W Imię...,"The contemporary story of a priest who launches a centre for troubled youth in a small parish. He is a good priest and is well-liked by his congregation, which remains unaware of his complicated past.",4.891581,http://img.omdbapi.com/?i=tt2650642&h=600&apikey=f3f2af9c,"Canal+Polska,Zentropa_International_Poland,Shot_-_Szumowski",Poland,2013-09-06,0.0,102.0,Polski,Released,,In the Name of...,False,6.4,22.0,2013,"Priest Adam-Andrzej Chyra,Łukasz-Mateusz Kościukiewicz,Ewa-Maja Ostaszewska,Matka Łukasza-Maria Maj,Nauczyciel Michał-Łukasz Simlat,Adrian-Tomasz Schuchardt,Rudy-Kamil Adamowicz,Gajo-Mateusz Gajko,Koko-Jakub Gentek,Babun-Daniel Świderski,Mateusz-Mateusz Malczewski,Itan-Krystian Poniatowski,Sztacha-Kacper Sztachański,Kamil-Kamil Konopko",Małgorzata Szumowska,"gay,homophobia,priest,homosexuality,gay interest,in the closet,gay sex,catholic,poland,gay man,homophobe,catholic church,homoeroticism,lgbt,catholicism,masuria poland,catholic priest,woman director,homophobic",160165.0,104523.0,34202.0,22.028815056182975
11734,11734,11734,11734,False,,0,"Drama,Thriller",,15664,tt0458367,English,Right at Your Door,"A dirty bomb goes off in Los Angeles, jamming freeways and spreading a toxic cloud.",4.010441,http://img.omdbapi.com/?i=tt0458367&h=600&apikey=f3f2af9c,,United_States_of_America,2006-01-23,2043704.0,96.0,"English,Italiano,Polski",Released,,Right at Your Door,False,5.8,65.0,2006,"Lexi-Mary McCormack,Brad-Rory Cochrane,Alvaro-Tony Perez,Timmy-Scotty Noyd Jr.,Corporal Marshall-Max Kasch,Rick-Jon Huertas,Jason-Will McCormack,Hardware Woman-Soledad St. Hilaire",Chris Gorak,post-apocalyptic,,,,22.028815056182975
23703,23703,23703,23703,False,How_to_Train_Your_Dragon_Collection,145000000,"Fantasy,Action,Adventure,Animation,Comedy,Family",http://www.howtotrainyourdragon.com/,82702,tt1646971,English,How to Train Your Dragon 2,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",12.256689,http://img.omdbapi.com/?i=tt1646971&h=600&apikey=f3f2af9c,"DreamWorks_Animation,Mad_Hatter_Entertainment",United_States_of_America,2014-06-12,609123048.0,102.0,English,Released,The training is over.,How to Train Your Dragon 2,False,7.6,3163.0,2014,"Hiccup (voice)-Jay Baruchel,Stoick the Vast (voice)-Gerard Butler,Ruffnut (voice)-Kristen Wiig,Snotlout (voice)-Jonah Hill,Valka (voice)-Cate Blanchett,Drago Bludvist (voice)-Djimon Hounsou,Eret, Son of Eret (voice)-Kit Harington,Fishlegs (voice)-Christopher Mintz-Plasse,Tuffnut (voice)-T.J. Miller,Astrid (voice)-America Ferrera,Gobber (voice)-Craig Ferguson,Hoark the Haggard (voice)-Kieron Elliott,Starkard (voice)-Philip McGrade,Ug (voice)-Andrew Ableson,Teeny (voice)-Gideon Emery,No-Name (voice)-Simon Kassianides,Toothless (voice)-Randy Thom",Dean DeBlois,"father son relationship,wife husband relationship,sacrifice,viking,sequel,rescue,dragon,mother son relationship,death of husband,warrior,3d",,,,19.431434016858148
37341,37341,37341,37341,False,The_Carry_On_Collection,0,Comedy,,19297,tt0066895,English,Carry On at Your Convenience,This is the tale of industrial strife at WC Boggs' Lavatory factory. Vic Spanner is the union representative who calls a strike at the drop of a hat; eventually everyone has to get fed up with him. This is also the ideal opportunity for lots of lavatorial jokes...,1.571221,http://img.omdbapi.com/?i=tt0066895&h=600&apikey=f3f2af9c,The_Rank_Organisation,United_Kingdom,1971-12-10,0.0,90.0,English,Released,,Carry On at Your Convenience,False,5.7,18.0,1971,"Sid Plummer-Sid James,W. C. Boggs-Kenneth Williams,Charles Coote-Charles Hawtrey,Chloë Moore-Joan Sims,Beattie Plummer-Hattie Jacques,Bernie Hulke-Bernard Bresslaw,Vic Spanner-Kenneth Cope,Hortence Withering-Patsy Rowlands,Myrtle Plummer-Jacki Piper,Lewis Boggs-Richard O'Callaghan,Fred Moore-Bill Maynard,Benny-Davy Kaye,Agatha Spanner-Renée Houston,Maud-Marianne Stone,Popsy-Margaret Nolan",Gerald Thomas,"factory,trade union,toilet,coach,romance,brighton,pier,seaside,innuendo,picketing,striking",,,,19.431434016858148
29091,29091,29091,29091,False,,0,"Comedy,Drama",,74119,tt1753792,French,"Et soudain, tout le monde me manque","Justine, struggles with commitment, listens to old David Bowie covers, and uses her employer’s private MRI machines to make “X-Ray Art”  After a trail of boyfriends, Justine thinks she has found The One, a hunky shoe salesman, but her temporary happiness is thrown when her neurotic 60-year-old Jewish father (Michel Blanc) suffers a delayed midlife crisis and announces that his young second wife is expecting a baby.  Justine and her half-sister Dom, who is trying to adopt, are rather annoyed at the news.  Coupled with resentment about her father’s absence when she was growing up, causes her to spiral into self-doubt. Overflowing with French charm, Justine gets by with the help of her family, friends, and newly discovered muse.",1.995494,http://img.omdbapi.com/?i=tt1753792&h=600&apikey=f3f2af9c,"TFI_Films_Productions,Sofimage,CinéCinéma,TPS_Star,Union_Générale_Cinématographique_(UGC)",France,2011-04-20,0.0,98.0,"Français,Polski",Released,,The Day I Saw Your Heart,False,5.7,29.0,2011,"Justine Dhrey-Mélanie Laurent,Eli Dhrey-Michel Blanc,Dom Dhrey-Géraldine Nakache,Suzanne Dhrey-Claude Perron,Camille-Camille Chamoux",Jennifer Devoldère,woman director,,,,19.431434016858148
19174,19174,19174,19174,False,,125000,"Drama,Comedy",http://www.yoursisterssister-themovie.com/,84355,tt1742336,English,Your Sister's Sister,"Iris invites her friend Jack to stay at her family's island getaway after the death of his brother. At their remote cabin, Jack's drunken encounter with Hannah, Iris' sister, kicks off a revealing stretch of days.",10.850569,http://img.omdbapi.com/?i=tt1742336&h=600&apikey=f3f2af9c,Ada_Films,United_States_of_America,2011-09-11,3200000.0,90.0,English,Released,A comedy about doing the right thing with the wrong person.,Your Sister's Sister,False,6.5,140.0,2011,"Jack-Mark Duplass,Iris-Emily Blunt,Hannah-Rosemarie DeWitt,Al-Mike Birbiglia,Waitress-Kate Bayley,Tom's Friend-Jeanette Maus",Lynn Shelton,"sister sister relationship,secret,romance,cottage,relationship,mumblecore,woman director",,,,19.431434016858148
26035,26035,26035,26035,False,,0,"Music,Comedy",,62934,tt1791504,English,Fight for Your Right Revisited,"Fight For Your Right Revisited, stars actors like Will Ferrell, Seth Rogan and Elijah Wood playing the roles of the B-Boys three members, Mike D, Ad Rock and MCA. It is a reprisal of the video the trio made for their 1987 single Fight For Your Right, and features music from the band's new album, Hot Sauce Committe Part Two. Fight For Your Right Revisited is directed by Adam Yauch, aka MCA.",5.184915,http://img.omdbapi.com/?i=tt1791504&h=600&apikey=f3f2af9c,,United_States_of_America,2011-04-22,0.0,30.0,English,Released,,Fight for Your Right Revisited,False,6.7,16.0,2011,"Ad-Rock (B-Boys 1)-Elijah Wood,MCA (B-Boys 1)-Danny McBride,Mother-Susan Sarandon,Father-Stanley Tucci,Skirt Suit-Rashida Jones,Cab Driver-Adam Scott,Church Goer-Rainn Wilson,Church Goer-Arabella Field,Maitre D'-Ted Danson,Waiter-Steve Buscemi,Café Patron-Roman Coppola,Café Patron-Shannyn Sossamon,Café Patron-Amy Poehler,Café Patron-Alicia Silverstone,Café Patron-Mary Steenburgen,Nathanial Hornblower-David Cross,Sir Stewart Wallace-Mike Mills,Girl in Limo-Chloë Sevigny,Metal Chick-Kirsten Dunst,Girl in Limo 3-Maya Rudolph,Carwasher-Orlando Bloom,Man with mustache-David Cross,Cop 1-Adam Yauch,Cop 2-Michael Diamond,Cop 3-Adam Horovitz,Paddy Wagon Driver-Martin Starr,-John C. Reilly,-Jack Black,-Will Ferrell,-Will Arnett,-Seth Rogen",Adam Yauch,,,,,19.431434016858148
40414,40414,40414,40414,False,,0,Drama,,285953,tt0217094,English,The Time of Your Life,"William Saroyan's Pulitzer Prize-winning play revolves around the denizens of a San Francisco bar in 1939. Lonely, lovelorn, weary or cynical, the characters drift in and out of the bar and each other's lives, giving voice to Saroyan's philosophies as they randomly comment about the impending world war, the beauty of art, and traditional notions of good and evil. At least one of the relationships stands a chance of enduring: a brawny innocent named Tom is falling in love with a vulnerable young prostitute named Kitty. Saroyan himself is heard reciting the play's prologue.",0.05165,http://img.omdbapi.com/?i=tt0217094&h=600&apikey=f3f2af9c,"Public_Broadcasting_Service_(PBS),Broadway_Theatre_Archive,Insight_Media",United_States_of_America,1976-03-10,0.0,70.0,English,Released,,The Time of Your Life,False,0.0,0.0,1976,"Nick-Benjamin Hendrickson,Arab-Richard Ooms,Joe-Nicolas Surovy,Newsboy-Elaine Hausman,Drunkard-Michael Tolaydo,Tom-Norman Snow,Kitty Duval-Patti LuPone,Dudly-Robert Bacigalupi,Harry-Brooks Baldwin,Wesley-Gerald Gutierrez,Lorene & Killer's Sidekick-Glynis Bell,Blick-James Harper,Krupp-Roy K. Stevens,McCarthy-Kevin Kline,Kit Carson-David Schramm,Killer-Cynthia Dickason,Sailor-Anderson Matthews,Elsie-Sandra Halperin,Society Lady-Mary-Joan Negro,Narrator (voice)-Peter Dvorsky,Himself - Host-Hal Holbrook",Kirk Browning,"based on play or musical,tv movie",,,,19.431434016858148
45259,45259,45259,45259,False,,0,Comedy,,71382,tt2046164,English,"Zdravstvuyte, My Vasha Krysha!",A comedy about the competition between two countryside businessmen.,0.405327,http://img.omdbapi.com/?i=tt2046164&h=600&apikey=f3f2af9c,"Russkoe_Schastie_Entertainment,Studiya_Cherepakha",Russia,2005-06-06,0.0,96.0,Pусский,Released,,"Hello, We Are Your Cover!",False,6.0,3.0,2005,"Sergey Kaprishchev-Mikhail Politseymako,Vikentiy-Andrey Fedortsov,Sergey Dubrovskiy-Semyon Strugachyov,Solomon-Mikhail Kozakov,Accountant-Мария Берсенева,Kazbek Azhizhov-Mikhail Bogdasarov",Vitaly Mukhametzyanov,,71382.0,875705.0,14579.0,19.431434016858148
37539,37539,37539,37539,False,,300000,Documentary,,49991,tt0132082,English,The Devil At Your Heels,"Devil at Your Heels, traces the trials of stuntman Ken Carter who attempts a death defying aerial jump in a car. Not content with a normal jump, Ken Carter attempts a jump from Canada to the USA.",1e-06,http://img.omdbapi.com/?i=tt0132082&h=600&apikey=f3f2af9c,,,1981-03-13,0.0,103.0,,Released,,The Devil At Your Heels,False,5.3,2.0,1981,"Narrator (Voice)-Gordon Pinsent,Himself-Ken Carter,Himself-Evel Knievel",Robert Fortier,,,,,19.431434016858148
37342,37342,37342,37342,False,The_Carry_On_Collection,0,Comedy,,19297,tt0066895,English,Carry On at Your Convenience,This is the tale of industrial strife at WC Boggs' Lavatory factory. Vic Spanner is the union representative who calls a strike at the drop of a hat; eventually everyone has to get fed up with him. This is also the ideal opportunity for lots of lavatorial jokes...,1.571221,http://img.omdbapi.com/?i=tt0066895&h=600&apikey=f3f2af9c,The_Rank_Organisation,United_Kingdom,1971-12-10,0.0,90.0,English,Released,,Carry On at Your Convenience,False,5.7,18.0,1971,"Sid Plummer-Sid James,W. C. Boggs-Kenneth Williams,Charles Coote-Charles Hawtrey,Chloë Moore-Joan Sims,Beattie Plummer-Hattie Jacques,Bernie Hulke-Bernard Bresslaw,Vic Spanner-Kenneth Cope,Hortence Withering-Patsy Rowlands,Myrtle Plummer-Jacki Piper,Lewis Boggs-Richard O'Callaghan,Fred Moore-Bill Maynard,Benny-Davy Kaye,Agatha Spanner-Renée Houston,Maud-Marianne Stone,Popsy-Margaret Nolan",Gerald Thomas,"factory,trade union,toilet,coach,romance,brighton,pier,seaside,innuendo,picketing,striking",,,,19.431434016858148
38765,38765,38765,38765,False,,0,Documentary,,311585,tt0450295,English,Make Your Own Damn Movie,"South Park's Trey Parker and Matt Stone, Night of the Living Dead's George A. Romero and Spider-Man's Stan Lee share their filmmaking secrets with the legendary Lloyd Kaufman in this step-by-step course for budding filmmakers. From scriptwriting to distribution, Kaufman covers the essentials with his works as examples, and many other notable filmmakers offer their advice. The set features films created using Kaufman's method, and much more.",0.349976,http://img.omdbapi.com/?i=tt0450295&h=600&apikey=f3f2af9c,,,2005-01-01,0.0,300.0,,Released,It's Film School in a Box!,Make Your Own Damn Movie,False,5.0,1.0,2005,"Himself-Lloyd Kaufman,Himself-Trey Parker,Himself-George A. Romero,Himself-John G. Avildsen",Lloyd Kaufman,,,,,19.431434016858148
33897,33897,33897,33897,False,,0,"Action,Drama",,41441,tt1465518,Korean,The Sword with No Name,A Joseon dynasty bounty hunter becomes the body guard of the queen he secretly loves.,1.008942,http://img.omdbapi.com/?i=tt1465518&h=600&apikey=f3f2af9c,"Sidus_Pictures,Showbox_Entertainment",South_Korea,2009-09-24,0.0,124.0,한국어/조선말,Released,,The Sword with No Name,False,6.1,16.0,2009,"무명 (Mumyeong)-Cho Seung-woo,민자영 (Jayeong Min)-Soo-Ae,대원군 (Daewongun)-Cheon Ho-jin,뇌전 (Noejeon)-Choi Jae-woong,고종 (King Gojong)-Kim Young-min,소희 (Sohee)-Go Soo-hee,자영 모 (Jayeong's mother)-Lee Joo-sil",Yonggyun Kim,,,,,19.431434016858148
38729,38729,38729,38729,False,,1000000,"Comedy,Drama,Romance",http://www.hellomynameisdorismovie.com/,320588,tt3766394,English,"Hello, My Name Is Doris",A self-help seminar inspires a sixty-something woman to romantically pursue her younger co-worker.,14.992311,http://img.omdbapi.com/?i=tt3766394&h=600&apikey=f3f2af9c,"Red_Crown_Productions,Haven_Entertainment",United_States_of_America,2015-11-27,14444999.0,95.0,English,Released,She's not ready to act her age,"Hello, My Name Is Doris",False,6.5,156.0,2015,"Doris Miller-Sally Field,John Fremont-Max Greenfield,Brooklyn-Beth Behrs,Todd-Stephen Root,Sally-Natasha Lyonne,Nasir-Kumail Nanjiani,Cynthia-Wendi McLendon-Covey,Robert-Rich Sommer,Willy Williams-Peter Gallagher,Roz-Tyne Daly,Dr. Edwards-Elizabeth Reaser,Vivian-Isabella Acres,Niles-Kyle Mooney,Val-Caroline Aaron,Anne-Rebecca Wisocky,Des-Amy Okuda,Uncle Frank-Don Stark,Shaka-Nnamdi Asomugha,Blog Girl-Anna Akana,Stevie-Emilie Germain,-Jack Antonoff,Ines-Sophia Hasmik,Office Cubicle Worker-Rayman Jilani,Fiona-Catherine Kresge,Hipster Turkey Man-A.J. Ackleson,Nurse #1-Lee Chen,Pink Guy-Kale Clauson,Hipster Girl-Kate Comer,Hipster-Bren Coombs,Receptionist-Lee Anne Ford,Willow-Sharon Fredrickson,Office worker-Tatiana Golykh,Record Store Patron-Nick Hentsch,Kris-Abraham Lim,Priest-Edmund Lupinski,Doris's Mother-Norma Michaels,Indie Girl-Renna Nightingale,Indie Guy-Eric Pumphrey,Punk Girl-Brenna Rhea,Nurse 2-Roz Ryan,Keith-Guilherme Scarabelot,Book Seller-Shondale Seymour,Jogger - Dayplayer-Leilani Smith,Sawyer-Michael Terra,Prim Organizer-Susan Ziegler",Michael Showalter,"sexual fantasy,eccentric,co-worker,older woman younger man relationship,middle age,socially awkward",,,,19.431434016858148
38152,38152,38152,38152,False,,0,,,123979,tt1843214,English,Mourir auprès de toi,Spike Jonze's stop-motion animation short sees a number of literary characters literally leap from the page.,0.618948,http://img.omdbapi.com/?i=tt1843214&h=600&apikey=f3f2af9c,,France,2011-05-14,0.0,6.0,,Released,,To Die By Your Side,False,6.5,4.0,2011,"Macbeth-Spike Jonze,The bookseller-Pierre Le-Tan,Mina-Soko",Spike Jonze,,123979.0,27428.0,158114.0,19.431434016858148
31830,31830,31830,31830,False,,0,"Drama,Foreign",,23717,tt1068956,English,Khuda Kay Liye,"The film is about the difficult situation in which the Pakistanis in particular and the Muslims in general are caught up since 9/11. There is a war going on between the Fundamentalists and the Liberal Muslims. This situation is creating a drift not only between the Western world and the Muslims, but also within the Muslims. The educated and modern Muslims are in a difficult situation because of their approach towards life and their western attire. They are criticized and harassed by the fundamentalists and on the other hand the Western world sees them as potential suspects of terrorism just because of their Muslim names.",1.088775,http://img.omdbapi.com/?i=tt1068956&h=600&apikey=f3f2af9c,Percept_Picture_Company,Pakistan,2007-07-29,0.0,168.0,"English,हिन्दी,اردو",Released,,In the Name of God,False,6.1,7.0,2007,"Maulana Wali-Naseeruddin Shah,Sarmad-Fawad Afzal Khan,Mansoor-Shaan Shahid,Maryam/Mary-Iman Ali,Maulana Tahiri-Rasheed Naz,Sher Shah-Hameed Sheikh,Janie-Austin Marie Sayre,Mother of Mansoor & Sarmad-Simi Raheal",Shoaib Mansoor,"islam,falsely accused,immigration,terrorism",,,,19.431434016858148
